"DigitizationNotes","recordingDate","recordingDigitalStatusValue","recordingDigitizer","recordingEventDescription","recordingEventRecordingNotes","recordingEventTitle","recordingFileSize","recordingLocation","recordingPermissions","recordingPFASeries","recordingTapeNumber","recordingTapeSide","FilmTitles","Speakers","lnfn"
"Tote 134-38","Wed Mar 14 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA","unknown",,662,,"PASOLINI’S POETRY","P. Adams Sitney","Sitney, P. Adams"
"Tote 134-38","Wed Mar 14 00:00:00 PST 1984","Analog tape","MediaPreserve",,,"PASOLONI’S CINEMA OF POETRY",,"PFA","unknown",,663,,,"P. Adams Sitney","Sitney, P. Adams"
"Tote 134-38","Thu Mar 15 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,664,,"GABRIEL OVER THE WHITE HOUSE|THE PRESIDENT VANISHES","Nora Sayre","Sayre, Nora"
"Tote 134-38","Tue Mar 20 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,665,,"YOU THE BETTER|OUT OF HAND","Erika Beckman","Beckman, Erika"
"Tote 134-38","Mon Mar 26 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,666,,"MY BROTHER’S WEDDING","Charles Burnett","Burnett, Charles"
"Tote 134-38","Thu Mar 29 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,667,,"EL ESPONTANEO|ACTEON","Jorge Grau","Grau, Jorge"
"Tote 134-38","Thu Apr 05 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,668,,"LOVE LETTERS OF A NUN|HUNTING GROUND","Jorge Grau","Grau, Jorge"
"Tote 134-38","Tue Apr 10 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,669,,"TREE OF KNOWLEDGE","Larry Gottheim","Gottheim, Larry"
"Tote 134-38","Mon Apr 16 00:00:00 PST 1984","Analog tape","MediaPreserve",,,,,"PFA",,,671,,"KUKURANTUMI: THE ROAD TO ACCRA","King Ampaw","Ampaw, King"
"Tote 134-38","Thu May 03 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"BERKELEY HISTORICAL FILMS",,"PFA",,,672,,,"Bert Gould","Gould, Bert"
"Tote 134-38","Thu May 24 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,673,,"INDIANA JONES AND THE TEMPLE OF DOOM","Robert Watts|Randy Thom","Watts, Robert|Thom, Randy"
"Tote 134-38","Fri Jun 08 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"THE HISTORY OF TECHNICOLOR",,"PFA",,,674,,,"Dan Woodruff","Woodruff, Dan"
"Tote 134-38","Fri Jun 22 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"A NIGHT IN TUNISIA: MODERN JAZZ ON FILM",,"PFA",,,675,,,"Mark Cantor","Cantor, Mark"
"Tote 134-38","Sat Jun 23 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,"A TRIBUTE TO THE COTTON CLUB",,"PFA",,,676,,,"Mark Cantor","Cantor, Mark"
"Tote 134-38","Tue Jul 10 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,677,,"SEVENTEEN","Jeff Kreines|Joel Demott","Kreines, Jeff|Demott, Joel"
"Tote 134-38","Wed Jul 11 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,678,,"IT’S COLD IN BRANDENBURG (KILL HITLER)","Villi Hermann","Hermann, Villi"
"Tote 134-38","Fri Aug 03 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,679,,"LEGEND OF THE MOUNTAIN","King Hu","Hu, King"
"Tote 134-38","Wed Jul 18 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA",,,680,,"HANDICAPPED LOVE (BEHINDERTE LEIBE)","Marlies Graf|Werner Zuber","Graf, Marlies|Zuber, Werner"
"Tote 134-38","Tue Sep 04 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA","unknown",,686,,"FINNEGAN’S CHIN-TEMPORAL ECONOMY","Malcolm Grice","Grice, Malcolm"
"Tote 134-38","Wed Sep 05 00:00:00 PDT 1984","Analog tape","MediaPreserve",,,,,"PFA","unknown",,687,,"A TASTE OF CHINA","Sue Yung Li","Li, Sue Yung"
"MP: Side B is Blank; Program Begins Abruptly; Buzz on Tape; ","Tue Jun 04 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,"RECENT SUPER 8 FILMS",,"PFA",,,727,,"Light Journals 6-10|Father's Day|Romance Novel|Untitled|Recuerdos de Flores Muertas|George Kuchar|Struggle in Futility|Voladores de Papantla|Passing Through|Juntos en la Vida|Unidos en la Muerte","Willie Varela","Varela, Willie"
"LH: Crackly in several sections.MP: Side B is Blank; Program Begins Abruptly; ","Tue Jun 18 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,728,,"THE PRACTICE OF LOVE","Valie Export","Export, Valie"
"Tote 96","Wed Jun 19 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,729,,"DREAMING YOUTH|MASCOT","János Rózsa","Rózsa, János"
"Tote 96","Fri Jun 21 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,730,,"GRIMACES","János Rózsa","Rózsa, János"
"Tote 96","Sat Jun 22 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,731,,"STRANGERS IN THE NIGHT|THE FRANCHISE AFFAIR","William K. Everson","Everson, William K."
"Tote 96","Sun Jun 23 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,732,,"THE LITTLE AMERICAN|THE DEVIL HORSE|WILD GIRL","William K. Everson","Everson, William K."
"Tote 96","Wed Jun 26 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,734,,"I Loved You Yesterday|Scotland Yard","William K. Everson","Everson, William K."
"Tote 96","Tue Jun 25 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,735,"A","OWD BOB|40,000 Horsemen","William K. Everson","Everson, William K."
"Not included on manifest (this is the b-side of the same tape 735).","Thu Jun 27 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,735,"B","BRIEF ECSTASY|MADEMOISELLE DOCTEUR|SECRET LIVES","William K. Everson","Everson, William K."
"Tote 96","Fri Jun 28 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,736,,"THE STORY OF TEMPLE DRAKE|No Orchids for Miss Blandish","William K. Everson","Everson, William K."
"Tote 96","Sat Jun 29 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,737,,"For Them That Trespass|Without Honor|The Fall Guy","William K. Everson","Everson, William K."
"Tote 96","Mon Jul 01 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,"738A",,"BEHIND THE HEADLINES|The Last Mile|Western Approaches","William K. Everson","Everson, William K."
"Not included on manifest (This is the b-side of the same tape 738). ","Thu Jul 04 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,738,"B","Oh! Rosalinda","William K. Everson","Everson, William K."
"Tote 96","Thu Jul 04 00:00:00 PDT 1985","Analog tape","MediaPreserve",,"07/04/85 cont’d",,,"PFA",,,739,,,"William K. Everson","Everson, William K."
"Tote 96","Tue Jul 02 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,740,,"The Woman Men Long For|Hungarian Rhapsody","William K. Everson","Everson, William K."
"Tote 96","Sat Jul 20 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,741,,"Liberty Belle","Pascal Kane","Kane, Pascal"
"Tote 96","Mon Aug 12 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,742,,"El Cid","Samuel Bronston","Bronston, Samuel"
"Tote 96","Sat Sep 07 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,743,,"The Lost Tribe|The Quiet Earth","Jonathan Dennis","Dennis, Jonathan"
"Tote 96","Thu Sep 19 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,"Maori Archival Films and Recent Documentaries",,"PFA",,,744,,,"Jonathan Dennis|Witarina Harris","Dennis, Jonathan|Harris, Witarina"
"Tote 96","?","Analog tape","MediaPreserve",,"09/19/85 cont’d.",,,"PFA","unknown",,745,,,"Jonathan Dennis|Witarina Harris","Dennis, Jonathan|Harris, Witarina"
"Tote 96","Sun Sep 22 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,746,,"Orphans of the Storm","Mary Lea Bandy","Bandy, Mary Lea"
"Tote 96","Wed Sep 25 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,"Mishima",,"Wheeler Auditorium","unknown",,747,,"Mishima","Tom Luddy|Eiko Ishioka|Michael Chandler","Luddy, Tom|Ishioka, Eiko|Chandler, Michael"
"Tote 96","Sat Sep 14 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,748,,"Sylvia|Pictures|Bastion Point — Day 507","Jonathan Dennis","Dennis, Jonathan"
"Tote 96","Tue Oct 01 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","unknown",,749,,"RUSHLIGHT|Great Neck|EDGE","Ellen Gaine","Gaine, Ellen"
"Tote 96","Thu Oct 03 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,750,,"THE BALLAD OF SEXUAL DEPENDENCY","Nan Goldin","Goldin, Nan"
"Tote 96","Fri Oct 11 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","unknown",,751,,"Latino","Bob Dalva","Dalva, Bob"
"Tote 96","Tue Oct 15 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,752,,"NAKED SPACES: LIVING IS ROUND","Minh-ha T. Trinh","Trinh, Minh-ha T."
"Tote 96","Thu Oct 17 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA",,,753,,"THE HIGHLY EXALTED|COWGIRLS","Kim Shelton|Nancy Kelly|Bill McMillan","Shelton, Kim|Kelly, Nancy|McMillan, Bill"
"Tote 96","Fri Oct 18 00:00:00 PDT 1985","Analog tape","MediaPreserve","See also Animation, Canadian",,"A TRIBUTE TO CANADIAN ANIMATOR JOHN WELDON",,"PFA","Online plus in-house - Full access given",,754,,,"John Weldon","Weldon, John"
"Tote 96","Tue Oct 22 00:00:00 PDT 1985","Analog tape","MediaPreserve",,,,,"PFA","unknown",,755,,"The Man Who Envied Women","Yvonne Rainer","Rainer, Yvonne"
"Tote 96","Tue Nov 05 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA","unknown",,756,,"Jungle Girl","Richard Myers","Myers, Richard"
"Tote 96","Tue Nov 19 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,757,,"Production Stills|Picture and Sound Rushes|The Wilkinson Household Fire Alarm|CUE ROLLS|PROJECTION INSTRUCTIONS|STANDARD GUAGE","Morgan Fisher","Fisher, Morgan"
"Tote 96","Sun Dec 15 00:00:00 PST 1985","Analog tape","MediaPreserve",,,,,"PFA","unknown",,758,,"The Eyes of Julia Deep|The Ghost of Rosy Taylor","David Bradley|Ken du Main","Bradley, David|Main, Ken du"
"Tote 96","Tue Nov 26 00:00:00 PST 1985","Analog tape","MediaPreserve",,"W.K. Everson—see #773",,,"PFA",,,759,,"White Heart","Daniel Barnett","Barnett, Daniel"
"Tote 96","Tue Jan 21 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,760,,"Brazil","Terry Gilliam","Gilliam, Terry"
"Tote 96","Sun Jan 19 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,761,,"Something in Her EYE|A Lucky Strike|Poor Little Rich Girl|Champagne Charlie|BE MINE TONIGHT","William K. Everson|Yvette Biro|William K. Everson","Everson, William K.|Biro, Yvette|Everson, William K."
,"Tue Jan 21 00:00:00 PST 1986","Analog tape","MediaPreserve","And 1/22/86","(W.K. Everson—see #762 [same tape])","BBS Budapest: 20 Years OF HUNGARIAN EXPERIMENTAL FILM PROGRAM V",,"PFA","unknown",,762,"B",,,
"Tote 96","Wed Jan 22 00:00:00 PST 1986","Analog tape","MediaPreserve",,"same tape as Yvette Biro above",,,"PFA","unknown",,762,,"The Great K and A Train Robbery|Wagon Tracks|Thundering Hoofs","Yvette Biro|William K. Everson","Biro, Yvette|Everson, William K."
"Tote 96","Thu Jan 23 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,763,,"Second Fiddle|The Coming of Amos|La Ferme du Pendu|Robinson Crusoe","William K. Everson","Everson, William K."
"Tote 96","Sun Jan 26 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,764,,"The Cradle of Courage|Dick Turpin|Tall Timbers","William K. Everson","Everson, William K."
"Tote 96","Wed Jan 29 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,765,,"What Happened to Kerouac","Nathaniel Dorsky","Dorsky, Nathaniel"
"Tote 96","Thu Jan 30 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,766,,"Ziveli: Medicine for the Heart|Gap-toothed Women|Warmth and Wildness|Cajun Music Film (work in progress)","Les Blank","Blank, Les"
"Tote 96","Fri Jan 31 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,767,,"Diamonds in the Night|A Loaf of Bread|Oratorio for Prague","Jan Nemec","Nemec, Jan"
"Tote 96","Sat Feb 01 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,768,,"Doctor X|The Toll of the Sea|Mystery of the Wax Museum","Robert Gitt","Gitt, Robert"
"Tote 96","Fri Feb 07 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,769,,"Nothing Sacred|Notorious|Dodsworth|The Big Trail","Jon Gartenberg","Gartenberg, Jon"
"Tote 96","Wed Feb 12 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","unknown",,770,,"The Loneliness of the Long Distance Runner","Tony Richardson","Richardson, Tony"
"Tote 96","Tue Feb 25 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","Online plus in-house - Full access given",,771,,"The Call of Sibylla|Tierra del Fuego,a Whole Night Long|The Story of Night|The Silesian Gate|Trances: Rider on a Dead Horse","Clemens Klopfenstein","Klopfenstein, Clemens"
"Tote 96","Sun Feb 23 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Forum: Fond de la Television: Implications of the Godard Tapes for American Independent Television Producers",,"PFA",,,"772B",,,"Jon Jost|Lawrence Daressa|James MacBean","Jost, Jon|Daressa, Lawrence|MacBean, James"
"Tote 96","Fri Jan 17 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,773,,"The Golden Salamander|Les Esoioms","William K. Everson","Everson, William K."
"Tote 96","Tue Mar 04 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,774,,"Fenster|Change|SN|S1","Christoph Janetzko","Janetzko, Christoph"
"Tote 96","Wed Mar 05 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","unknown",,775,,"Las Madres de Plaza de Mayo","Lourdes Portillo|Susana Muñoz","Portillo, Lourdes|Muñoz, Susana"
"Tote 96","Sat Mar 08 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,776,,"Lost Horizon","Stephen Gong","Gong, Stephen"
"Tote 96","Mon Mar 10 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,777,,"Louie Bluie","Terry Zwigoff","Zwigoff, Terry"
"Tote 96","Wed Mar 12 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","unknown",,778,,"Guess Who’s Coming to Dinner","Stanley Kramer","Kramer, Stanley"
"Tote 96","Wed Mar 19 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","unknown",,779,,"Forest of Bliss","Robert Gardner","Gardner, Robert"
"Tote 96","Fri Mar 21 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,780,,"My Son Che","Fernando Birri","Birri, Fernando"
"Tote 96","Sun Mar 23 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","unknown",,781,,"Wives|Wives—Ten Years After","Anja Breien","Breien, Anja"
"Tote 96","Wed Mar 26 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,"781A",,"Half Life","Dennis O’Rourke","O’Rourke, Dennis"
"Tote 96","Sat Mar 29 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,782,,"Frida","Paul Leduc","Leduc, Paul"
"Tote 96","Tue Apr 01 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Russian Eccentrics Series",,"PFA",,,783,,"Devil’s Wheel|Gone to Earth","Ian Christie","Christie, Ian"
"Tote 96","Fri Apr 04 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Archival Treasures from AFI",,"PFA",,,784,,,"Joe Empsucha","Empsucha, Joe"
"Tote 96","Tue Apr 08 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,785,,"3rd Degree|Brancusi’s Sculpture|Ensemble at Tirgo Jiu","Paul Sharits","Sharits, Paul"
"Tote 96","Wed Apr 09 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Spanish Civil War Films: The Good Fight",,"PFA",,,786,,"The Spanish Earth|Guernica|Gone to Earth","Bill Bailey","Bailey, Bill"
"Tote 96","Thu Apr 10 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,787,,"Title|Script|Six Colorful Inside Jobs","John Baldessari","Baldessari, John"
"Tote 96","Sun Apr 13 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,788,,"Moments of Play|Notebook from China","Jørgen Leth","Leth, Jørgen"
"Tote 96","Sat Apr 19 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA",,,789,,"All The Presidents Men","Alan Pakula","Pakula, Alan"
"Tote 96","Tue Apr 22 00:00:00 PST 1986","Analog tape","MediaPreserve","8 films",,,,"PFA",,,790,,,"Stan Brakhage","Brakhage, Stan"
"Tote 96","Tue Apr 29 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Short Film Series",,"PFA","Online plus in-house - Full access given",,791,,"Messages","Guy Sherwin","Sherwin, Guy"
"Tote 96","Thu May 01 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"Wheeler Auditorium",,,792,,"Gonza the Spearman","Masahiro Shinoda","Shinoda, Masahiro"
"Tote 96","Sat May 03 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,794,,"The Elephant Man|Eraserhead","David Lynch","Lynch, David"
"Tote 96","Mon May 05 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA","no form given",,795,,"Dim Sum","Wayne Wang","Wang, Wayne"
"Tote 96","Tue May 06 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,796,,"The Braddock Chronicles","Tony Buba","Buba, Tony"
"Tote 96","Fri May 09 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,797,,"The Global Assembly Line","Lorraine Gray","Gray, Lorraine"
"Tote 96","Thu May 15 00:00:00 PDT 1986","Analog tape","MediaPreserve","Beijing Film Academy Delegation",,,,"PFA","no form given",,798,,"Marriage|SACRIFICED YOUTH|Our Farmiand|Neighbors|he Road","Dongtian Zheng|Xiao Ran Bao|Hai Wang|Hai Feng Men","Zheng, Dongtian|Bao, Xiao Ran|Wang, Hai|Men, Hai Feng"
"Tote 96","Tue May 27 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,799,,"Off Beat|My Learned Friend|Sleeping Car to Trieste|Mine Own Executioner|Cottage to Let|My Sister and I|The House of the Arrow","William K. Everson","Everson, William K."
"Tote 96","Thu May 29 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,800,,"Cottage to Let|My Sister and I|The House of the Arrow|Circle of Danger|They Made Me a Fugitive|Daybreak","William K. Everson","Everson, William K."
"Tote 96","Sun Jun 01 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,801,,"Without Honor|Something in Her EYE|A Lucky Strike|Irene|The Dancers|90 Degrees South|Rough Romance|Tundra|The Wooden Horse|Convoy","William K. Everson","Everson, William K."
"Tote 96","Thu Jun 05 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,802,,"Summer Storm|Sleep My Love|Strangler of the Swamp|Devil Bat’s|Daughter|Dogs, Do You Want to Live forever","William K. Everson","Everson, William K."
"Tote 96","Sat Jun 07 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,803,,"Tell No Tales|Turn Back the Clock|The Kentucky Derby|The White Tiger|Thru Different Eyes","William K. Everson","Everson, William K."
"Tote 96","Sat Jun 14 00:00:00 PDT 1986","Analog tape","MediaPreserve","Also with: Prof. D’Amico",,"COMEDY ITALIAN STYLE series",,"PFA",,,804,,"Let’s Hope It’s a Girl|Big Deal on Madonna Street","Mario Monicelli|Musolino D'Amico","Monicelli, Mario|D'Amico, Musolino"
"Tote 96","Wed Jun 11 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Kinoshita Tribute",,"PFA","unknown",,805,,"You Were Like a Wild Chrysanthemum|Distant Clouds","Audie Bock","Bock, Audie"
"Tote 96","Tue Jul 01 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA","analog partial permissions",,806,,"A Question of Power","David Brown|James Heddle|Jane Kinzler","Brown, David|Heddle, James|Kinzler, Jane"
"Tote 96","Tue Jul 22 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Documentary on Incest and Child Abuse",,"PFA","analog full permission",,808,,"Breaking Silence","Theresa Tollini","Tollini, Theresa"
"Tote 96","Tue Jul 29 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Avant-Garde Film Today",,"PFA","analog partial permissions",,809,,"Coal Fields|Chuck Will’s Widow","Bill Brand","Brand, Bill"
"Tote 96","Tue Sep 02 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Argentine Cinema",,"PFA",,,810,,"Tire Die|Los Inundados","Fernando Birri","Birri, Fernando"
"Tote 96","Sat Sep 06 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Polish Cinema",,"PFA","analog partial permissions",,811,,"A Woman Alone","Agnieszka Holland","Holland, Agnieszka"
"Tote 96","Sun Sep 07 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"From the Swedish Film Institute -- Anna-Lena Wibom Introduces Restored, Classic Swedish Silent Benjamin Christensen's Haxan",,"PFA","analog partial permissions",,812,,"Häxan","Anna-Lena Wibom","Wibom, Anna-Lena"
"Tote 96","Tue Sep 09 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Library of Congress Film Preservation",,"PFA","analog partial permissions",,813,,,"Scott Simmon","Simmon, Scott"
"Tote 96","Wed Sep 17 00:00:00 PDT 1986","Analog tape","MediaPreserve",,"cont’d.","Library of Congress Film Preservation",,"PFA","analog partial permissions",,814,,,"Scott Simmon","Simmon, Scott"
"Tote 96","Tue Sep 16 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Carma Hinton, Richard Gordon's Long Bow Trilogy",,"PFA","analog partial permissions",,815,,"All Under Heaven: Life in a Chinese Village|To Taste a Hundred Herbs: Gods, Ancestors, and Medicine in a Chinese Village|Small Happiness: Women of a Chinese Village","Richard Gordon","Gordon, Richard"
"Tote 96","Tue Sep 16 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"West Coast Premiere--Part III of Carma hinton, Richard Gordon's Long Bow Trilogy",,"PFA","analog partial permissions",,816,,"To Taste a Hundred Herbs: Gods, Ancestors, and Medicine in a Chinese Village","Richard Gordon","Gordon, Richard"
"Tote 96","Thu Sep 18 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Videotapes by Louis Hock",,"PFA","analog partial permissions",,817,,"The Mexican Tapes: A Chronicle of Life|Outside the Law, Parts I and II|The Mexican Tapes: Parts III and IV","Louis Hock","Hock, Louis"
"Tote 96","Fri Sep 26 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Documentary on Social Change in the South",,"PFA","analog partial permissions",,818,,"You Got to Move","Lucy Phenix|Veronica Selver","Phenix, Lucy|Selver, Veronica"
"Tote 96","Tue Oct 07 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Japanese Experimental Films: Jikken Eiga Tour ‘87. Program I",,"PFA","analog partial permissions",,819,,"A Girl She is 100%|Attack on a Bakery","Tatsu Aoki","Aoki, Tatsu"
"Tote 96","Thu Oct 16 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"Brecht and Eisler: A Lecture by Klaus Voelker followed by Kuhle Wampe, Rain, and Night and Fog",,"PFA","Online plus in-house - Full access given",,820,,"Kuhle Wampe|Rain|Night and Fog","Klaus Voelker","Voelker, Klaus"
"Tote 96","Fri Oct 17 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"A Salute to the Soviet Republics",,"PFA","unknown",,821,,"Come and See","Elem Klimov","Klimov, Elem"
"Tote 96","Sat Oct 18 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"A Salute to the Soviet Republics",,"PFA","unknown",,822,,"Tango of Our Childhood","Albert Mkrtchian","Mkrtchian, Albert"
"Tote 96","Tue Oct 21 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,"FOUND IMAGES AND SOUNDS / COLLAGE FILMS",,"PFA","Online plus in-house - Full access given",,823,,,"Alan Berliner","Berliner, Alan"
"Tote 96","Thu Oct 23 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA","analog partial permissions",,824,,"LET ME REST IN PEACE","Pal Schiffer","Schiffer, Pal"
"Tote 96","Wed Feb 15 00:00:00 PST 1984","Analog tape","MediaPreserve",,"Side B label: Von Geczy","The ""B"" Western: Tom Mix ",,"PFA","analog partial permissions",,825,,"RIDERS OF THE PURPLE SAGE|RIDER OF DEATH VALLEY","Alex Gordon","Gordon, Alex"
"Tote 96","Tue Oct 28 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Avant-Garde Film Today: New Video and Film by George Kuchar",,"PFA","analog partial permissions",,826,,"WEATHER DIARY|ASCENSION OF THE DEMONOIDS","George Kuchar","Kuchar, George"
"Tote 96","Tue Nov 18 00:00:00 PST 1986","Analog tape","MediaPreserve",,,"Professor Lebensztejn on the films of Kenneth Anger",,"PFA","analog partial permissions",,828,,"Inauguration of the Pleasure Dome|Kustom Kar Kommando|Lucifer Rising","Jean-Claude Lebensztejn","Lebensztejn, Jean-Claude"
"Tote 96","Thu Nov 13 00:00:00 PST 1986","Analog tape","MediaPreserve",,,,,"PFA","analog partial permissions",,829,,"A WOMAN IN TRANSIT|Anne Trister","Lea Pool","Pool, Lea"
"Tote 96","Thu May 01 00:00:00 PDT 1986","Analog tape","MediaPreserve",,,,,"PFA",,,793,,"Gonza the Spearman","Masahiro Shinoda","Shinoda, Masahiro"
"Tote 181-11","Mon Mar 02 00:00:00 PST 1981","Analog tape","MediaPreserve",,"Tape 2 of 4",,,"PFA",,,427,,"DIE NIBELUNGEN: SIEGFRIED","Enno Patalas","Patalas, Enno"
"Tote 181-11","Mon Mar 02 00:00:00 PST 1981","Analog tape","MediaPreserve",,"Tape 3 of 4",,,"PFA",,,428,,"DIE NIBELUNGEN: SIEGFRIED","Enno Patalas","Patalas, Enno"
