genreForm,accessionNumber,itemNumber,title,titlew1974,country,year,generation,dimensions,videoFormat,summary,duration,DigitizationNotes,note1,url,subj1,subj2,subj3
Unedited footage,0550-01-16239,16239,The world's largest TV studio [raw footage: tape 030],,United States,,,1/2 in.,EIAJ,"[Contents:] Saturday evening at [George] Wallace reception -- [interview with] Norman Jones, head of national Black Citizens for WallaceCamera: Chip [Lord]TVTV Archive Date: 7/8/1972",30:29,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Jitter in flagging area of the image. --mg, 4/17/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-030_16239,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16240,16240,The world's largest TV studio [raw footage: tape 031],,United States,,,1/2 in.,EIAJ,"[Contents:] Rocky Neuman, etc. -- Nebraska delegation caucus at Allison HotelCamera: Frank [Cavestani]TVTV Archive Date: 7/9/1972",33:06,"Tape is moldy.  ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Video NoiseVisible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Jitter in flagging area of image. Video dropouts throughout. Some of the impromptu interviews for the first 8 minutes of tape are dark. Fisheye lens material from 00:14:30 - 00:19:00 is very dark. --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-031_16240,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16241,16241,The world's largest TV studio [raw footage: tape 032],,United States,,,1/2 in.,EIAJ,"[Contents:] Ambulance -- Ginsberg (dark) -- ""Moon Over Miami"" -- NY caucus part one (part two is on tape 54)Camera: Frank [Cavestani], Skip [Blumberg]TVTV Archive Date: 7/8/1972 - 7/9/1972 ; 7/8/1972: Night scenes at Flamingo Park; chanting; Allen Ginsberg at 00:02:00. Inside empty hall, pre-convention, with ABC crew. 7/9/1972: New York State caucus meeting. Bella Abzug on tape 00:18:25; John Lindsay on tape 00:20:30. Network film crews.",33:08,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Dark throughout tape, especially beginning of tape (including Allen Ginsberg chanting). Intermittently dark for the rest of tape. Video dropouts throughout, occasional horizontal dropout bands. Jitter in the flagging area of the image. Some ghosting. --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-032_16241,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16242,16242,The world's largest TV studio [raw footage: tape 033],,United States,,,1/2 in.,EIAJ,"[Contents:] Dave Dellinger -- Michael Steven Levenson at Flamingo ParkCamera: Frank [Cavestani], Skip [Blumberg]TVTV Archive Date: 7/8/1972 ; Demonstrations at Flamingo Park. David Dellinger interview from 00:06:10-00:15:20.",32:34,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Bars and tone at the head of tape, but aligned video and audio levels to program content because bars are non standard; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Video Noise Visible in Picture; Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Tracking-like noise (unstable control track) in center area of image, more pronounced in the earlier part of the tape. Regular horizontal bands of video noise from approximately 00:01:30 - 00:03:30. --mg, 4/22/2019 ; Redo requested from vendor. Vendor determined first pass remained preferable.  ; Digitization Redo Vendor Comment from email: Reviewed the tape, the root of the horizontal breakup is most likely due to a physical linear scratch on the tape. Attempted playback again on 2 machines, same results. Could not get a better pass.","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-033_16242,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16243,16243,The world's largest TV studio [raw footage: tape 034],,United States,,,1/2 in.,EIAJ,"[Contents:] McGovern sign -- Pans -- Raps: ambulance man, Ruban, Merk, Allen GinsbergCamera: Skip [Blumberg], Andy [Mann]TVTV Archive Date: 7/8/1972 ; Flamingo Park and Resurrection City. Jerry Rubin appears from 00:05:51 - 00:07:30. Allen Ginsberg appears at end of tape. --mg, 4/22/2019",28:24,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Some jitter in flagging area of image. --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-034_16243,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16244,16244,The world's largest TV studio [raw footage: tape 035],,United States,,,1/2 in.,EIAJ,"[Contents:] [At Flamingo Park:] Socialist Worker [newspaper?] -- VVAW [Vietnam Veterans Against the [War] -- Miami resident -- Plane -- Sign -- Yippie -- Krishna devoteeCamera: Skip [Blumberg], Andy [Mann]TVTV Archive Date: 7/8/1972 ; Demonstrators at Flamingo Park, including Andy Mann's lengthy interview with Hare Krishna.",22:12,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Breakup for first 30 seconds of tape. Picture falls out of sync beginning with interview with Hare Krishna speaker at 00:13:44, becomes more noticeable as tape progresses (especially noticeable by 00:19:20, e.g.). --mg, 4/22/2019 ; Redo requested from vendor.  ; Digitization Redo Vendor Comment: Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. ; Digitization Redo QC Notes: Flagging and head switching noise as described. Some video dropouts. --mg, 6/18/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-035_16244,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16245,16245,The world's largest TV studio [raw footage: tape 036],,United States,,,1/2 in.,EIAJ,"[Contents:] [George] McGovern arrives -- Press conference [handwritten note indicates ""see also #29]Camera: Megan [Williams]TVTV Archive Date: 7/8/1972 ; Observing the scene at McGovern press conference.",17:02,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Content begins at 00:01:18 after camera tests. Video dropouts throughout. Some jitter in flagging area of image. Tracking noise at frequent cuts in tape. --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-036_16245,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16246,16246,The world's largest TV studio [raw footage: tape 037],,United States,,,1/2 in.,EIAJ,"[Contents:] Talking to media people about TVTV -- About [George] McGovern -- Shots of [Ron] Dellums -- Talks with McGovern workers -- Florida women lovin' the DemocratsTVTV Archive Date: 7/8/1972 ; Interview with only black woman working for McGovern. Pierre Salinger at 00:02:15. Brief interaction with Ron Dellums at 00:05:05. Other interviews with producers for the Doral discussing 1/2"" video.",16:54,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Luminance blooming, peaking (100 IRE) in bright areas of image, with some bearding, e.g. 00:01:20. Tracking-like noise (unstable control track), beginning around 00:07:00. Black from 00:14:38 through end of tape.  --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-037_16246,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16247,16247,The world's largest TV studio [raw footage: tape 038],,United States,,,1/2 in.,EIAJ,"[Contents:] Ant Farm dug -- [George] Wallace delegates partyCamera: Doug [Michels]TVTV Archive Date: 7/8/1972 ; George Wallace delegates party. Interview with black woman candidate for VP [not Shirley Chisholm, but an unidentified woman who claims to be a VP candidate in the Republican Party]. Marty Robbins singing.",22:32,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: Some jitter in flagging area of image. Luminance blooming, peaking (100 IRE) in bright areas of image, especially caused by overhead lights in dark interior space. Breakup and material recorded off network television from 00:21:05 through end of tape.  --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-038_16247,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16248,16248,The world's largest TV studio [raw footage: tape 039],,United States,,,1/2 in.,EIAJ,[Contents:] [William] Singer crew -- FeedbackCamera: Michael ShambergTVTV Archive Date: 7/8/1972 ; TVTV discusses first day topics. Process tape.,33:12,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Flagging Visible in Picture;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Tracking-like noise (unstable control track) in center area of image. Audio recorded at low level, difficult to hear speakers far from microphone.  --mg, 4/22/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-039_16248,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16249,16249,The world's largest TV studio [raw footage: tape 042],,United States,,,1/2 in.,EIAJ,"[Contents:] [Michael Shamberg] / foodTVTV Archive Date: 7/8/1972 ; 7/8/1972, 11 pm. Interview with Andy Mann at head of tape, then interactions with people at the Deauville. TVTV discusses the day over dinner (audio-only). ",26:09,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Some jitter in flagging area of image. Video dropouts throughout. Luminance blooming, peaking (100 IRE) in bright areas of image, with some ghosting. Noise at edits. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-042_16249,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16250,16250,The world's largest TV studio [raw footage: tape 046],,United States,,,1/2 in.,EIAJ,"[Contents:] Michigan delegation caucus -- [Richard J.] Daley forces speak -- [George] McGovern, King speeches -- Press conference -- [William S.] Singer on the run -- [George] Wallace protest -- Singer speech -- Pat Harris and Singer -- Singer and staffCamera: Anda [Korsts], Steve [Christiansen] ; 7/9/1972. Michigan caucuses. Illinois delegates argue that they should be seated. Coretta Scott King gives speech for McGovern from 00:13:00-00:15:27, at which point McGovern gives a speech. William Singer speaks at 00:21:46 about the credentials committee.",32:53,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Original Tape Timecode Embedded in Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Some jitter in flagging area of image, especially towards end of tape. Video dropouts throughout. Frequent cuts mid-action. Material from approximately 00:06:30 - 00:11:00 is dark. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-046_16250,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16251,16251,The world's largest TV studio [raw footage: tape 047],,United States,,,1/2 in.,EIAJ,"[Contents:] [William] Singer with delegates -- [illegible] -- [Jesse] Jackson / Singer w/ Chicago caucus -- [George] McGovern support questionCamera: Steve [Christiansen], Anda [Korsts]TVTV Archive Date: 7/9/1972 ; 7/9-7/10/1972. Illinois delegates; lobby of the Doral; conversation about whether candidates should release their delegates. ""Midnight caucus""; Jesse Jackson speech at 00:23:48 is cut off, William Singer speaks at 0:24:05.",33:13,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: No audio from 00:08:06 - 00:11:33, which appears to be camera tests. Jitter in flagging area of image. Video dropouts, especially towards end of tape. Microphone noise.  --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-047_16251,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16252,16252,The world's largest TV studio [raw footage: tape 048],,United States,,,1/2 in.,EIAJ,"[Contents:] Illinois caucus -- Unity pitch by [Richard] Daley regulars / Howlett / PucinskiCamera: Steve [Christiansen], Anda [Korsts]TVTV Archive Date: 7/9/1972 - 7/10/1972 ; 7/10/1972. Continuation of William Singer's spech and midnight caucuses from 16251. Eleanor McGovern signs autographs in Doral lobby. Full Illinois caucus starts.",33:03,"Tape is moldy -- Label indicates ""broken tape"" ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: Some jitter in flagging area of image. Video dropouts. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-048_16252,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16253,16253,The world's largest TV studio [raw footage: tape 049],,United States,,,1/2 in.,EIAJ,[Contents:] Nebraska caucusCamera: Frank [Cavestani]TVTV Archive Date: 7/9/1972,14:34,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Some jitter in flagging area of image. Video dropouts. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-049_16253,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16254,16254,The world's largest TV studio [raw footage: tape 051],,United States,,,1/2 in.,EIAJ,"[Contents:] Ethnic (fair?) -- Yippie lemarijuanaCamera: Andy [Mann], [Stanton Kaye]TVTV Archive Date: 7/9/1972",26:18,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Noise and momentary time lag at edits. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-051_16254,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16255,16255,The world's largest TV studio [raw footage: tape 054],,United States,,,1/2 in.,EIAJ,"[Contents:] New York State caucus (part two; part one is on tape 32)Camera: Skip [Blumberg], Ira [Schneider]TVTV Archive Date: 7/9/1972",25:30,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Black dropout lines. Image is generally somewhat dark. Tracking-like noise (unstable control track) in center area of image, especially towards end of tape. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-054_16255,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16256,16256,The world's largest TV studio [raw footage: tape 057],,United States,,,1/2 in.,EIAJ,[Contents:] Rocky Neuman and other Nebraska delegatesCamera: Frank [Cavestani]TVTV Archive Date: 7/9/1972,33:05,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: Heavy noise at edit at 00:14:40, momentary time lag. Fish-eye material after 00:14:40 is somewhat dark. Lots of background audio noise at restaurant makes it difficult to hear some of the speakers. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-057_16256,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16257,16257,The world's largest TV studio [raw footage: tape 058],,United States,,,1/2 in.,EIAJ,[Contents:] Jon and 2 youngest delegates -- Texas delegationTVTV Archive Date: 7/9/1972,33:02,"Tape is moldy. ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Luminance peaking (100 IRE) in bright areas, especially towards beginning of tape. Dirt on lens. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-058_16257,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16258,16258,The world's largest TV studio [raw footage: tape 059],,United States,,,1/2 in.,EIAJ,[Contents:] Delegate from Texas -- [Guerrilla?] theater at Flamingo Park -- More Texas -- Old people on polit. rapTVTV Archive Date: 7/9/1972,33:34,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Head Switching Visible; Unstable Control Track; Banding Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Interview with Texas delegate interspersed with unrelated demonstration footage from approximately 00:05:00 - 00:10:07. Flagging during Flamingo park segment (00:29:05 through the end of the tape) is more severe. Dirt on lens throughout. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-059_16258,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16259,16259,The world's largest TV studio [raw footage: tape 060],,United States,,,1/2 in.,EIAJ,"[Contents:] [Label largely illegible] -- Colonel Sanders [...] -- Rap w/ ABCCamera: [Michael Shamberg], Chuck [Kennedy]TVTV Archive Date: 7/9/1972 ; Conversation with ABC camera crew from 00:11:45 through end of tape. --mg, 4/23/2019",20:00,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Aligned Audio Level to Program; Unstable Control Track; Head Switching Visible; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 silent; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Frequent rough edits during first part of tape. Video dropouts and dirt on lens. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-060_16259,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16260,16260,The world's largest TV studio [raw footage: tape 061],,United States,,,1/2 in.,EIAJ,"Judy and Megan Williams speaking with mother from beginning of tape to 00:11:00, followed by location shooting. --mg, 4/23/2019",32:21,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Single Channel Mono Audio Split to Two Channel Mono in the Master File; Flagging Visible in Picture;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Flagging and head switching as described. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-061_16260,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16261,16261,The world's largest TV studio [raw footage: tape 062],,United States,,,1/2 in.,EIAJ,"[Contents:] Ira, Andy, Judy, Michael Shamberg, Megan Williams -- [TVTV] mission control",34:42,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: Some jitter in flagging area of the image. Video dropouts. Low light throughout. --mg, 4/23/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-062_16261,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16263,16263,The world's largest TV studio [raw footage: tape 064A],,United States,,,1/2 in.,EIAJ,"[Contents:] Willie Brown, others at airport -- Wall Street Journal [...] -- Trolling for news with zippie [?] dredges at Flamingo Park -- A. Z. Weberman badmouthing Abbie and Jerry",18:33,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Dirt on lens, some minor unstable control track. Flagging and head switching as described. --mg, 4/24/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-064A_16263,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16264,16264,The world's largest TV studio [raw footage: tape 064B],,United States,,,1/2 in.,EIAJ,"[Contents:] Continuation of 64A ; Brief Willie Brown interview at 00:00:40. --mg, 4/24/2019",15:01,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Flagging Visible in Picture; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape. Asset is tails out."" ; Digitization QC Note: Video dropouts. Jitter in flagging area of image. Dirt on lens. Black from 00:12:50 through end of tape. --mg, 4/24/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-064B_16264,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
Unedited footage,0550-01-16265,16265,The world's largest TV studio [raw footage: tape 065],,United States,,,1/2 in.,EIAJ,[Contents:] Andy / meta-video bits -- weird fish-eye of TVTV with no audio,27:05,"Tape is moldy ; Digitization Vendor Comments: ""Aligned Playback Level to program; Head Switching Visible; Unstable Control Track; Aligned Audio Level to Program; Bars and tone at the head of tape, but aligned video and audio levels to program content because bars are non standard; Single Channel Mono Audio Split to Two Channel Mono in the Master File;Channel1 Mono; Levels adjusted beyond broadcast standards to obtain a more usable picture, as was recorded on tape."" ; Digitization QC Note: Jitter in flagging area of image. Noise at frequent edits and extreme darks and brights (camera experiments). Luminance blooming throughout, peaking (100 IRE) in bright areas, especially intense for exteriors (e.g. 00:12:40). No audio from 00:22:08 through end of tape. --mg, 4/24/2019","Recorded by TVTV at the 1972 Democratic National Convention in Miami  Beach, Florida. These tapes represent outtakes from the 1972 work, ""The World's Largest TV Studio.""",https://archive.org/details/worlds-largest-studio-065_16265,"Democratic National Convention (1972 : Miami Beach, Fla.)",,
